cgpa,backlogs,coding_score,aptitude_score,communication_score,projects,internships,certifications,github_contributions,leetcode_solved,hackathon,soft_skills,placement_status,placement_month
5.71,1,83,57,64,0,0,2,40,145,0,66,0,12
5.52,0,98,65,66,8,3,6,86,26,0,51,1,11
5.15,0,62,71,66,1,1,6,232,181,2,81,1,9
7.81,0,86,80,74,6,0,1,226,43,0,89,1,1
9.13,2,49,43,57,6,2,8,212,37,0,66,0,10
9.48,0,58,37,53,2,2,6,284,54,0,76,0,12
4.59,4,80,62,52,3,1,1,133,17,0,34,1,2
5.45,2,59,76,53,4,0,5,340,104,2,37,1,2
6.39,0,64,63,71,7,1,3,220,65,0,43,1,4
6.61,5,70,66,68,9,0,2,108,125,0,66,1,11
5.03,3,54,38,100,4,0,0,3,207,0,39,1,4
8.78,0,72,63,90,0,0,5,301,119,0,75,0,6
8.05,0,45,68,91,0,0,0,215,27,0,70,1,9
5.62,0,40,61,41,1,1,0,350,61,0,71,1,9
7.97,0,100,95,42,4,2,5,213,150,0,84,1,6
9.25,0,57,72,99,5,0,0,217,105,3,36,1,11
6.7,4,68,52,51,5,3,6,115,186,0,51,1,2
5.55,2,56,85,56,2,0,8,19,77,0,55,1,3
6.86,1,43,40,66,3,1,4,22,152,1,61,1,4
8.65,0,40,80,80,3,0,0,43,17,0,93,1,11
8.39,0,50,83,58,5,1,0,216,32,3,74,1,10
5.54,0,33,91,32,3,1,3,321,163,0,60,0,12
4.69,0,82,54,62,6,2,2,104,65,3,41,1,8
4.77,0,43,58,37,1,1,5,205,25,1,58,1,10
6.75,0,89,73,76,1,0,0,217,99,0,51,0,8
9.04,0,70,74,66,5,1,0,286,173,0,67,0,10
7.76,0,84,83,40,10,1,2,112,11,0,87,1,10
6.08,0,100,53,58,2,1,0,14,100,0,34,1,7
9.24,0,52,63,94,0,1,2,52,118,3,91,1,6
7.8,0,72,86,100,5,0,0,84,37,0,91,1,3
6.24,0,71,42,89,3,2,0,39,87,0,75,0,12
7.7,5,66,36,66,7,1,0,259,99,0,57,0,8
7.89,0,75,60,12,2,1,0,376,123,0,41,1,6
4.76,2,60,92,87,2,1,2,398,126,1,47,0,10
8.74,5,43,86,63,2,0,2,12,168,0,100,0,11
8.84,0,78,65,33,0,1,9,8,52,0,100,1,5
7.56,4,89,72,60,6,0,0,188,71,0,68,1,6
8.97,4,58,69,64,0,1,0,100,71,0,42,1,6
6.37,3,100,42,54,5,1,5,154,6,1,61,1,11
8.65,1,32,75,60,0,1,1,401,140,0,43,1,4
5.93,2,74,38,70,7,1,7,65,123,1,62,1,3
7.81,3,92,44,78,3,3,7,77,208,0,91,0,12
7.36,5,51,25,37,4,2,3,173,43,3,82,1,4
7.92,3,42,59,57,3,2,1,337,37,0,47,1,5
9.41,1,53,88,84,5,0,9,6,42,0,43,1,12
8.36,4,64,56,45,4,0,1,96,36,1,84,0,11
4.74,3,39,69,38,7,1,2,224,93,0,74,0,6
6.48,0,87,36,51,9,0,2,140,17,0,100,0,9
6.95,2,47,59,41,2,0,1,424,30,0,60,0,12
5.48,1,39,78,86,8,0,1,204,73,0,76,1,2
6.22,3,58,55,50,3,0,0,183,10,0,70,0,8
8.4,1,44,100,52,3,0,2,167,158,0,40,1,7
7.21,0,35,7,35,5,0,1,27,179,0,83,0,10
9.2,5,100,58,46,9,1,0,269,17,0,54,0,9
7.32,0,34,50,75,6,1,1,307,32,0,74,1,8
7.91,1,49,59,59,5,1,0,113,27,2,48,1,2
4.79,0,47,69,65,1,0,0,194,36,0,68,1,9
9.7,3,39,58,54,2,0,4,88,131,2,91,1,3
6.03,0,53,61,47,1,0,7,266,10,0,51,1,4
9.51,1,68,71,3,12,1,2,110,83,0,34,1,12
9.76,0,63,44,61,4,0,2,420,146,1,58,1,5
9.7,0,59,73,73,5,1,0,264,73,0,66,0,10
9.43,0,62,23,86,3,0,3,231,103,1,65,1,10
9.9,1,58,62,73,7,2,1,89,175,0,36,1,8
7.7,3,71,67,65,6,0,6,225,87,0,64,1,12
6.39,0,47,46,58,4,0,7,145,178,0,66,1,5
6.09,0,67,79,79,4,1,3,10,10,0,43,1,7
7.55,0,89,64,50,7,3,0,66,116,0,9,1,4
8.96,0,77,63,53,5,1,2,122,223,0,79,1,12
8.92,4,29,41,54,5,1,2,17,1,0,68,1,2
5.41,0,86,61,77,2,1,7,195,122,1,81,0,12
8.98,1,66,48,58,2,0,7,170,40,1,87,1,11
7.53,0,100,100,82,3,0,7,182,182,0,57,1,6
7.28,3,67,59,42,7,0,3,402,128,1,71,0,12
9.06,2,42,49,31,5,1,4,390,77,1,48,1,6
6.01,1,60,47,26,3,0,4,51,14,0,64,1,11
8.86,3,93,77,90,4,0,2,180,112,0,34,1,7
7.11,0,66,60,68,7,1,6,30,161,5,31,1,12
5.35,3,40,44,60,2,1,0,166,82,0,39,0,6
9.98,1,75,32,45,3,0,5,149,33,1,69,1,3
5.91,0,64,85,57,3,0,1,5,52,0,48,0,6
7.44,0,49,46,46,0,0,1,142,49,0,77,1,1
6.19,0,71,47,46,6,0,0,0,135,0,65,1,2
8.51,4,63,48,55,8,2,2,43,14,2,54,0,10
7.4,0,84,89,23,2,0,3,334,159,0,67,1,11
9.95,1,33,90,53,3,0,1,124,146,0,75,1,4
6.45,0,33,57,67,0,1,1,128,25,0,51,1,9
9.14,0,61,46,47,3,1,2,305,195,0,62,0,10
5.54,2,74,97,82,10,0,6,164,0,2,61,1,12
9.47,2,93,32,84,1,2,0,321,145,2,75,1,6
8.08,0,81,62,54,9,0,2,37,18,0,26,1,6
9.4,1,84,79,90,1,1,1,293,9,0,80,0,8
5.87,3,42,46,80,6,0,2,119,11,0,79,0,6
8.0,2,77,24,49,2,0,0,0,125,0,49,0,7
6.98,2,99,54,56,4,3,1,20,50,0,45,1,6
6.23,1,71,34,63,3,1,1,112,202,1,76,0,11
6.98,0,69,64,57,2,0,3,135,114,0,53,0,9
9.23,1,53,54,55,12,0,0,467,43,1,44,1,12
4.89,0,50,87,57,1,0,4,222,4,0,63,0,12
6.05,0,49,54,29,7,0,2,40,126,0,71,0,6
8.26,0,72,31,69,2,1,1,324,104,0,28,1,11
9.07,1,97,34,89,4,1,1,382,11,0,66,1,11
8.11,0,66,50,52,0,1,3,39,40,0,57,0,6
9.44,0,54,33,30,4,1,1,78,124,1,91,1,9
7.24,4,62,75,78,6,1,2,123,49,0,46,1,11
5.07,1,77,71,57,4,0,8,118,75,1,49,0,7
5.13,0,53,52,42,4,1,4,70,81,4,75,0,6
9.33,1,85,61,67,0,1,2,118,186,0,97,1,8
4.97,0,93,64,70,3,2,0,15,2,0,84,0,10
5.35,0,73,81,73,0,1,5,363,91,0,83,1,2
5.59,1,65,63,75,7,0,3,149,39,0,76,0,8
4.65,0,89,82,70,7,0,1,188,65,0,30,1,6
6.22,2,65,19,67,4,0,0,184,117,0,54,0,7
9.57,2,54,40,65,1,0,1,85,90,0,100,0,6
6.87,2,61,55,85,2,0,4,150,93,2,52,1,8
5.72,4,64,68,53,7,0,2,536,39,0,40,0,12
9.89,0,52,78,39,1,1,3,19,35,0,60,0,7
5.89,0,68,52,59,7,1,7,29,122,2,89,0,12
7.81,0,44,79,73,3,0,8,132,86,1,41,1,9
6.68,0,67,59,74,1,1,9,51,149,0,40,1,10
5.74,0,61,72,100,0,0,2,133,14,0,35,1,9
8.19,0,46,46,69,1,1,5,36,32,0,63,0,12
5.71,0,98,62,69,10,0,2,71,122,0,62,1,4
6.82,0,60,27,35,9,0,5,55,30,0,29,0,7
4.55,1,88,57,60,3,0,1,294,0,0,86,0,9
6.91,2,91,43,43,9,0,9,67,52,0,20,1,11
6.03,1,70,65,41,3,1,1,80,93,0,57,0,11
7.61,0,69,49,75,2,1,2,238,98,0,100,1,9
6.13,1,48,58,68,4,2,7,215,83,0,69,1,6
7.73,1,75,44,56,9,0,2,208,54,1,41,0,8
9.26,4,77,79,47,1,1,10,450,27,2,62,1,10
7.09,0,64,33,74,10,0,0,130,118,1,42,0,8
6.01,3,40,69,50,0,0,0,188,126,0,14,1,7
8.97,0,55,62,79,4,0,1,410,152,1,52,1,8
4.82,1,57,82,25,3,0,1,304,44,0,84,0,6
9.09,0,73,93,51,5,2,0,6,7,0,91,1,10
6.33,2,62,83,56,2,1,6,171,31,2,65,0,8
5.31,4,74,76,58,0,0,1,13,59,0,80,0,6
7.21,1,59,29,63,3,0,2,13,67,0,57,0,8
8.32,1,50,73,50,4,0,1,195,49,0,76,1,11
5.75,2,52,47,63,2,2,6,63,175,0,66,0,10
4.88,0,62,56,71,7,0,1,374,2,0,80,1,1
8.27,1,78,100,77,4,0,9,322,65,0,79,1,5
4.66,3,79,31,83,2,1,2,224,22,3,77,1,5
8.72,0,69,58,80,6,1,3,9,91,0,68,1,12
7.01,0,71,64,39,5,0,0,398,38,0,72,0,9
5.45,3,39,55,74,5,0,2,65,10,2,57,0,6
6.23,0,74,37,36,0,0,1,121,73,0,59,1,5
7.57,3,60,69,96,2,0,6,194,26,0,69,0,6
7.92,0,48,41,76,2,1,0,131,120,0,51,1,10
8.23,0,57,80,58,5,0,0,109,67,0,83,0,7
8.8,3,64,41,40,2,2,2,220,94,0,16,0,9
7.28,1,72,53,69,4,0,2,42,111,1,66,1,2
8.75,0,41,82,82,4,1,2,146,0,0,68,1,9
7.97,0,71,5,62,6,1,0,40,191,0,100,1,4
5.95,2,67,53,64,3,0,2,11,121,2,69,1,5
9.18,0,56,27,100,2,0,1,243,54,0,22,1,2
7.4,0,45,59,46,5,0,2,80,99,0,54,0,11
6.14,0,54,70,57,11,1,1,223,106,1,93,0,6
9.93,0,49,88,57,4,1,5,234,3,0,64,0,12
7.86,2,66,94,66,2,0,3,86,28,0,61,0,12
9.49,1,69,72,41,7,2,4,72,121,0,31,1,12
5.71,0,58,58,49,7,0,4,219,57,5,64,1,11
9.07,0,47,50,68,4,1,10,267,74,0,77,1,7
8.11,4,60,85,78,5,1,5,18,19,0,72,0,11
7.88,0,85,81,52,0,3,0,160,140,0,100,1,5
9.4,0,59,68,60,5,0,6,109,68,1,48,1,10
9.66,0,56,34,67,6,1,0,171,23,1,71,1,10
9.37,2,95,94,86,9,1,7,217,50,4,66,1,7
8.64,1,73,42,51,2,2,6,3,14,1,71,1,1
9.68,0,94,88,38,1,1,2,33,198,1,53,1,8
9.37,0,76,62,69,1,3,6,274,117,0,64,1,12
5.73,0,100,66,69,0,2,5,287,85,1,46,1,5
5.09,1,41,63,65,1,1,1,268,26,0,66,0,6
5.74,1,79,92,61,7,0,4,141,129,0,29,1,4
6.97,0,93,36,49,6,1,1,11,94,1,77,0,7
9.21,1,88,58,43,7,1,7,175,82,2,74,1,9
6.59,2,52,99,43,2,1,9,4,185,0,74,1,11
8.57,0,54,74,34,2,0,0,224,112,0,83,0,6
8.09,0,64,17,57,5,1,3,321,238,0,22,0,7
5.18,3,70,42,63,3,2,0,28,77,0,73,0,11
9.71,0,60,51,73,2,0,5,177,123,0,85,1,9
6.31,0,78,70,49,9,0,3,129,99,0,40,1,6
7.59,0,95,81,59,6,0,4,162,104,0,77,1,5
6.59,4,68,45,49,5,1,3,19,194,0,66,1,3
7.55,4,76,28,82,2,0,2,122,351,0,32,0,8
9.06,0,47,56,56,3,0,7,67,64,0,45,1,3
5.96,0,78,38,59,3,0,6,182,143,0,52,0,7
5.04,0,76,25,52,2,0,2,177,35,1,84,1,11
5.05,0,88,100,78,2,0,6,405,46,1,73,1,12
7.62,0,73,78,88,6,1,2,59,76,0,86,1,11
7.07,0,61,76,70,2,1,0,130,71,0,67,0,12
8.99,3,72,76,56,6,0,1,515,15,0,61,1,9
6.78,2,62,52,69,6,0,0,15,69,0,55,1,12
7.84,4,65,38,96,6,0,1,152,131,0,39,1,11
5.97,2,16,62,63,6,0,5,187,73,0,42,1,5
7.35,3,75,67,72,6,0,2,112,20,2,63,0,6
5.85,0,43,26,75,1,0,7,10,111,0,44,0,6
8.06,0,62,82,51,2,1,3,201,29,0,75,1,9
8.89,0,57,48,88,0,2,4,151,153,1,77,1,12
8.81,0,93,68,60,5,0,2,112,59,0,67,1,3
6.37,4,46,39,80,8,1,2,139,8,0,59,1,12
9.12,1,52,71,79,10,1,7,78,62,0,64,1,12
5.06,0,21,69,78,2,0,1,206,47,2,74,1,5
7.39,1,62,67,70,2,2,7,23,64,0,55,1,10
5.69,0,65,93,96,6,0,7,182,100,1,43,1,7
6.69,1,60,62,90,0,0,1,194,16,0,83,1,5
8.16,2,63,73,31,1,0,4,104,18,0,61,0,11
5.08,0,48,20,88,8,1,0,209,53,2,58,0,11
8.86,1,64,62,63,4,1,3,235,24,0,90,0,8
8.05,0,39,75,53,4,0,8,57,52,0,25,0,6
8.15,1,62,40,78,5,1,7,253,89,0,74,0,7
6.43,0,55,79,75,2,1,1,162,144,0,45,1,9
8.85,0,39,30,63,7,0,2,57,157,2,62,0,9
9.84,1,74,90,64,3,1,1,391,31,2,70,0,8
6.62,1,67,39,74,0,1,6,140,179,0,59,1,2
8.69,1,57,57,91,0,0,2,62,14,0,83,1,2
8.22,0,61,88,78,0,0,1,236,67,0,65,1,9
9.71,0,70,74,88,8,1,2,18,17,0,56,1,2
8.45,0,81,96,60,8,0,3,5,22,3,44,1,12
7.31,1,79,50,85,1,1,5,168,1,3,74,1,2
9.23,1,100,69,83,1,2,6,91,235,3,62,1,6
8.35,4,79,78,100,2,0,1,316,138,1,81,1,3
9.11,0,68,60,91,7,2,3,35,154,0,31,1,2
9.06,4,68,78,59,2,2,5,147,160,0,66,1,11
6.79,4,72,77,89,0,0,3,382,124,1,45,1,2
6.06,2,53,74,69,7,1,1,288,14,1,70,0,12
7.51,0,54,14,66,8,0,2,56,143,0,98,0,7
8.38,2,67,46,79,5,0,6,65,6,2,48,1,12
8.71,4,61,77,51,8,1,7,131,39,0,76,1,6
7.26,1,79,44,100,2,0,3,224,44,2,93,1,8
4.6,1,45,80,49,4,0,0,29,74,0,61,1,4
4.97,0,63,80,30,8,0,4,240,72,2,69,1,8
7.5,0,33,95,60,3,1,2,67,16,1,39,1,11
9.23,0,64,62,63,0,0,0,225,244,1,53,1,8
7.93,0,68,47,78,4,2,7,353,112,4,88,1,2
6.89,0,41,95,59,4,0,7,225,84,1,77,0,12
8.11,5,71,54,39,3,0,3,308,50,1,86,1,8
5.1,4,53,50,50,3,0,0,124,18,2,72,1,9
9.85,5,68,20,55,8,0,8,86,157,1,82,1,9
6.0,1,52,48,63,2,0,7,144,187,1,57,0,8
5.68,0,65,90,62,2,0,2,548,45,0,71,0,6
8.58,1,61,58,61,6,1,0,146,206,0,34,0,12
6.48,0,68,94,48,10,0,4,21,28,0,70,1,5
8.79,0,22,17,37,4,2,0,125,87,0,50,1,4
8.33,0,42,48,70,1,3,0,200,71,1,67,0,8
5.67,0,69,27,61,8,1,5,181,218,0,74,0,11
9.73,1,89,85,39,0,0,7,117,42,1,64,1,11
5.46,5,68,41,71,2,1,6,133,43,0,69,1,8
5.76,4,61,53,90,2,0,3,178,7,5,32,0,8
8.48,0,81,18,43,1,0,1,28,44,0,55,1,1
8.23,0,73,50,44,4,2,9,91,62,1,97,0,9
9.67,0,37,95,72,5,3,5,144,36,3,55,1,8
7.89,1,77,94,57,1,0,4,85,61,0,60,1,2
4.86,0,14,76,62,3,1,1,25,128,0,100,0,12
8.43,1,64,46,12,6,0,2,110,122,0,37,0,6
7.25,4,54,43,33,1,0,4,116,151,0,62,0,11
8.86,0,69,21,72,0,0,7,163,44,0,33,0,7
8.38,1,79,43,64,4,0,3,12,22,1,85,1,11
8.57,0,58,49,61,9,0,4,2,100,4,70,1,10
4.66,0,6,37,47,0,1,6,206,122,2,79,0,10
7.39,0,98,49,86,1,0,1,47,69,0,63,1,2
5.05,0,86,39,54,3,0,9,272,148,0,61,1,1
7.86,2,85,52,59,5,1,2,181,86,0,64,1,2
8.91,4,82,62,51,11,1,0,298,67,0,66,0,6
6.21,0,51,64,43,1,0,0,146,24,0,63,0,9
7.99,2,78,61,82,7,1,0,220,69,2,69,0,7
4.95,0,60,70,49,3,1,2,318,5,0,43,0,11
4.8,2,87,52,57,8,0,6,406,4,0,59,0,11
8.11,0,71,69,54,4,0,3,148,59,0,67,1,11
6.81,0,75,85,58,4,1,0,45,132,1,39,0,7
9.05,0,76,78,66,4,0,7,218,81,0,19,0,10
6.65,0,55,45,70,3,0,0,321,117,2,22,0,11
6.68,0,48,90,67,4,0,4,17,107,0,57,0,11
9.42,3,75,82,54,10,0,6,258,80,0,47,1,3
8.42,1,79,65,70,5,1,5,83,31,0,68,1,11
9.58,1,68,61,67,2,0,1,208,1,0,59,1,2
7.82,0,65,67,60,6,1,7,17,49,1,25,1,1
7.68,0,56,47,44,1,1,0,104,36,0,72,1,5
5.99,2,27,25,61,2,0,3,160,50,0,48,0,8
5.23,1,66,44,43,12,1,1,225,61,1,43,1,4
7.69,2,72,87,81,3,2,3,104,150,2,74,1,2
6.31,1,68,99,68,3,1,8,69,133,0,61,1,11
6.0,0,76,27,56,6,2,3,271,154,5,85,1,8
8.27,0,49,57,53,5,0,7,203,162,0,59,1,4
4.93,0,42,25,44,2,0,2,127,181,0,63,0,10
6.62,0,46,87,54,4,0,3,333,142,2,49,1,3
9.75,2,68,35,47,2,0,8,217,37,0,48,0,7
6.66,0,93,48,65,1,0,1,105,33,0,100,0,9
6.04,0,100,16,64,0,0,2,63,5,0,71,0,12
6.73,0,72,41,96,6,0,1,121,80,0,51,0,6
6.5,4,81,42,47,8,0,4,91,11,1,81,0,10
8.38,0,80,46,52,3,1,5,71,107,0,64,1,11
6.71,0,68,36,60,0,1,3,10,102,0,58,1,12
7.61,0,92,38,75,8,0,1,30,40,0,72,1,5
5.12,3,42,47,46,4,2,5,71,48,0,59,1,8
6.79,0,77,44,93,4,2,4,11,85,0,63,1,12
9.3,0,77,82,37,3,1,0,110,75,0,77,0,8
8.12,0,79,62,78,1,0,8,256,71,3,68,1,11
8.73,3,36,83,55,0,1,7,40,126,1,58,1,11
5.88,0,68,45,22,4,0,7,219,140,1,99,1,9
9.06,1,69,100,57,0,1,2,165,147,0,39,1,12
8.3,4,62,62,83,8,0,3,37,140,2,70,1,9
5.21,0,75,74,87,6,0,7,190,41,0,64,1,4
6.17,4,37,66,72,2,1,5,182,162,1,100,1,5
9.86,3,89,68,43,4,1,2,11,108,0,61,1,6
5.54,0,100,39,55,5,0,3,163,170,1,68,0,10
9.93,2,69,35,38,5,2,5,364,119,0,63,1,10
5.08,0,47,67,39,5,1,0,182,61,4,93,1,12
7.21,0,73,68,73,3,0,1,161,62,0,82,1,7
5.81,0,22,95,48,0,1,5,482,45,0,42,1,4
9.78,0,79,26,72,4,0,3,63,154,0,79,1,8
6.4,0,49,31,57,4,0,3,122,69,4,92,1,12
6.35,3,62,100,71,9,2,7,130,71,0,91,1,7
4.58,2,78,81,38,4,0,5,3,123,0,40,1,3
6.01,0,81,86,90,1,1,0,36,72,0,47,0,9
9.83,0,77,47,70,4,1,2,126,69,3,67,1,8
6.27,2,52,29,70,2,1,8,72,71,1,61,0,6
7.53,1,65,63,28,5,2,5,363,99,0,41,1,10
6.17,5,66,69,82,9,1,3,33,264,0,45,1,10
5.77,0,65,54,48,0,2,1,41,126,0,46,0,10
8.12,0,72,59,74,7,0,4,174,129,2,54,0,9
8.31,0,22,86,59,3,1,10,31,140,3,69,0,8
7.71,1,54,74,35,7,1,2,10,137,0,89,0,12
9.76,1,58,57,80,3,0,9,113,189,1,67,1,9
8.69,0,75,43,36,3,1,9,220,73,0,64,1,7
5.87,0,100,77,100,6,0,5,105,58,4,60,0,12
7.38,4,96,71,64,2,0,2,16,8,0,63,1,12
8.8,1,66,71,51,4,0,5,8,93,1,83,0,7
5.83,1,75,89,32,8,1,5,91,73,1,75,0,8
5.51,0,100,53,78,6,0,4,340,26,0,41,1,11
6.9,2,42,50,21,3,0,3,325,2,0,60,0,12
9.78,2,68,42,60,7,0,2,94,187,1,57,1,11
4.96,0,86,41,57,6,0,5,14,113,0,93,1,5
9.22,1,70,32,49,5,0,10,147,87,0,71,0,12
7.02,1,78,51,35,3,0,9,314,148,1,58,1,1
4.61,1,46,63,95,5,0,2,177,172,0,77,1,10
7.84,1,64,28,87,5,0,3,237,3,1,49,1,9
7.72,2,47,97,57,0,0,0,16,46,0,63,1,5
6.07,5,66,43,12,4,1,7,83,66,2,73,1,4
5.93,4,100,51,74,1,1,0,180,109,0,23,1,9
9.24,0,77,60,100,4,0,3,51,11,0,100,1,8
7.79,0,63,72,97,8,3,1,273,16,0,37,1,5
7.9,0,73,44,64,0,0,0,69,116,4,57,1,12
7.62,0,55,68,74,3,0,1,438,54,0,53,1,5
4.78,1,80,89,97,8,0,2,125,255,0,30,1,5
8.09,0,67,72,74,0,2,6,17,105,0,81,1,5
8.62,2,50,65,75,1,2,0,8,252,1,66,1,4
5.93,0,34,68,47,4,0,6,15,12,2,95,0,9
5.23,3,62,95,74,5,2,7,42,135,0,53,1,5
9.23,1,71,47,70,4,0,1,69,24,0,76,1,5
7.41,0,64,59,77,0,1,5,153,58,3,53,0,10
8.0,1,72,68,87,7,1,4,20,154,0,67,1,10
5.78,1,54,97,61,3,0,6,52,41,0,65,0,6
4.77,0,94,43,61,5,0,1,400,121,0,39,0,6
8.81,2,31,38,53,3,0,1,99,63,0,27,1,10
7.03,0,83,57,89,8,0,4,200,16,1,60,1,12
6.25,0,87,5,81,4,0,9,162,53,0,76,1,6
5.56,0,74,65,47,3,0,8,153,8,1,67,0,8
6.83,3,76,34,56,3,0,3,152,19,0,64,0,10
5.51,1,36,29,51,7,0,2,142,44,1,55,1,8
5.49,0,31,44,86,0,0,4,333,225,1,49,1,6
8.11,1,37,51,27,8,1,1,154,89,0,65,1,2
9.54,0,76,44,64,2,0,7,45,54,0,44,1,11
5.06,0,50,60,63,1,1,0,260,86,0,52,1,2
9.51,3,70,60,56,2,0,0,106,87,0,60,1,5
5.57,0,82,33,50,7,1,4,292,44,0,63,0,10
7.93,0,47,67,79,6,0,3,125,155,2,85,0,10
6.13,0,63,60,42,2,0,1,74,198,0,56,1,4
4.96,3,69,58,36,6,2,6,77,85,0,63,1,8
9.26,5,79,41,33,2,1,1,402,30,1,67,1,11
9.14,5,83,47,55,3,0,5,191,157,0,63,0,9
5.29,2,51,91,55,6,0,4,439,183,0,71,1,2
8.75,0,94,86,42,5,1,3,143,85,0,76,1,4
8.35,1,40,80,94,6,0,1,29,356,2,72,0,10
8.37,0,52,80,56,2,0,2,64,121,1,56,1,4
6.47,1,80,71,48,8,2,2,172,22,3,99,1,4
6.68,3,58,53,51,6,0,1,200,146,0,59,1,9
6.98,0,96,38,50,6,1,4,444,162,0,35,1,1
6.28,0,34,94,46,5,0,2,132,128,1,48,0,6
4.64,0,53,78,59,6,3,3,94,65,0,58,0,12
5.59,1,65,79,73,7,1,9,45,74,4,59,1,1
4.6,3,78,59,82,11,0,4,242,4,0,74,1,6
5.7,4,50,74,75,2,0,5,125,56,0,60,0,12
9.97,4,47,63,55,12,1,6,68,31,2,64,1,8
9.47,0,70,75,75,8,0,3,90,115,0,91,1,9
5.76,0,65,43,76,2,1,6,169,98,3,47,0,6
8.51,0,58,74,83,0,0,1,123,149,0,61,0,8
6.76,1,60,88,52,3,2,5,191,86,1,64,0,6
7.39,2,52,69,33,8,0,6,57,6,0,27,0,11
5.1,1,92,86,76,2,1,4,39,39,0,69,0,11
6.69,5,63,67,65,3,0,2,53,122,0,43,1,5
9.03,1,31,42,95,5,0,3,122,59,0,70,1,4
9.78,0,62,68,74,8,0,7,196,122,2,65,1,11
7.62,0,51,64,73,5,0,7,87,39,0,76,1,6
8.64,1,69,69,74,5,0,0,257,25,2,92,1,3
6.31,0,77,79,66,6,0,4,90,111,0,58,1,12
4.83,0,57,66,75,3,0,5,3,177,0,45,0,9
4.79,1,51,92,73,2,1,2,150,69,2,84,1,1
9.32,0,81,61,45,7,0,0,139,120,0,77,1,9
8.89,3,87,82,69,5,0,9,161,195,2,94,1,8
6.29,0,43,30,82,5,2,3,67,99,0,90,1,4
4.99,0,79,68,69,10,0,2,135,113,0,53,1,9
6.92,4,90,63,89,1,0,4,24,31,0,46,0,9
7.24,0,18,58,73,4,0,2,219,137,1,66,1,4
6.62,0,56,56,44,7,3,7,82,144,0,44,0,9
6.41,1,45,85,54,3,1,1,262,40,0,75,1,9
7.73,1,100,55,70,4,0,1,240,166,0,54,1,2
7.09,0,70,53,46,9,1,0,215,74,0,46,1,1
7.1,4,7,42,29,2,0,3,84,46,1,27,0,9
9.93,4,13,67,44,4,1,0,95,134,0,56,0,12
8.41,1,95,49,68,3,0,5,62,204,2,62,0,10
7.96,1,29,79,35,9,2,0,51,71,0,52,1,5
6.85,0,71,72,83,8,0,9,92,277,0,62,1,12
4.79,1,74,72,58,2,0,6,312,235,0,30,0,8
9.66,0,52,82,82,3,0,2,113,36,3,82,1,8
9.46,0,55,83,37,3,0,6,329,104,0,100,0,9
9.88,0,81,49,54,12,0,2,372,131,1,53,1,11
9.81,4,52,74,77,5,0,3,346,63,1,81,1,5
7.75,0,57,67,100,3,1,6,407,50,2,67,1,7
9.43,0,70,39,83,7,2,3,275,66,1,66,1,6
9.05,0,71,40,60,6,1,3,162,19,1,53,1,5
5.41,0,70,67,74,7,2,2,53,51,0,67,1,2
4.55,1,69,51,41,1,0,2,276,236,0,79,1,11
5.74,4,41,70,58,8,1,6,309,59,0,81,0,12
8.9,0,64,47,61,2,0,1,89,96,2,66,1,8
9.89,1,67,82,47,2,3,0,131,175,0,85,1,7
8.26,0,39,88,90,6,0,8,164,40,0,62,1,6
7.85,3,83,61,55,0,0,3,60,115,1,35,0,10
4.54,0,80,78,64,5,0,4,216,68,0,50,1,7
9.22,0,75,28,79,2,0,2,320,45,1,85,1,6
6.19,5,41,46,62,9,0,1,204,27,4,59,0,11
7.66,0,64,45,46,3,0,2,146,11,0,40,1,12
7.59,0,50,52,37,3,1,4,95,207,3,64,1,4
5.06,2,55,50,83,7,0,1,96,2,2,75,0,7
5.22,3,78,89,40,3,0,2,390,27,0,76,0,9
8.46,2,52,64,73,10,3,4,63,138,0,60,1,4
9.15,0,50,53,42,9,1,0,109,122,0,63,1,8
6.86,2,57,61,88,1,0,5,61,39,0,23,1,2
5.91,1,61,87,61,1,0,4,293,160,0,33,1,5
7.4,0,40,82,57,9,0,3,18,101,0,66,1,11
6.89,2,71,76,87,4,0,4,92,124,1,49,0,11
7.21,1,98,45,64,2,1,4,159,39,0,72,0,8
5.65,2,83,44,78,3,3,9,101,37,0,82,0,8
9.52,1,77,69,68,2,0,4,168,183,1,57,1,4
6.22,0,59,83,80,5,1,2,23,16,0,50,0,7
6.3,0,67,37,31,4,0,6,1,51,1,76,1,10
4.51,0,51,60,91,3,0,2,62,181,4,84,1,5
6.2,0,46,47,95,4,0,4,86,156,0,95,0,10
9.11,1,71,64,57,2,2,4,441,163,0,75,0,7
8.22,4,100,75,76,0,0,4,557,70,0,57,1,10
6.51,1,80,100,28,1,1,3,72,11,0,60,0,9
9.02,2,79,58,67,2,1,9,171,218,1,78,0,12
5.77,2,70,14,73,1,0,3,125,90,0,70,1,2
8.09,4,61,71,52,4,0,2,294,40,0,73,1,5
8.07,0,49,71,49,3,0,5,276,13,0,70,0,12
7.81,1,85,40,43,6,1,3,158,153,3,56,1,11
6.24,1,77,60,49,5,3,2,120,109,0,62,1,11
8.59,0,57,93,65,4,0,9,108,16,1,67,1,8
8.13,0,76,90,50,3,0,9,379,35,0,58,0,6
6.28,0,89,53,57,7,0,8,240,40,0,57,1,2
7.51,0,86,63,73,1,2,7,61,146,0,71,1,12
7.25,3,76,88,96,6,1,0,216,78,0,71,1,11
5.71,2,93,78,53,9,0,6,125,83,0,34,1,3
